"","X","n"
"3171","#strawberry#cream#frappuccino#5#17#wednesday",1
"3172","#strawberrycreamfrappucino",1
"3173","#strawberry#frappuccino",1
"3174","#strawberry#frappuccino#starbucks#new#drink#yami#🍓#0517#likeme#l4l#like4li…",1
"3175","#stressed",1
"3176","#stressreliever",1
"3177","#strowberry…",1
"3178","#strowberryandcream",1
"3179","#strowberrycreamfrappuccino",1
"3180","#strowberry🍓#frappuccino",1
"3181","#sturbacks",1
"3182","#style",1
"3183","#Suavecita…",1
"3184","#SUCKERS",1
"3185","#sued",1
"3186","#sueñodeluna",1
"3187","#sues",1
"3188","#Sues",1
"3189","#sugarload",1
"3190","#Summer",1
"3191","#summer2017",1
"3192","#SummerDrinkDays",1
"3193","#summerdrinks",1
"3194","#summeriscoming",1
"3195","#summerishere",1
"3196","#summerlove",1
"3197","#summertreat",1
"3198","#Sunday",1
"3199","#sundaynight",1
"3200","#sundaywalk",1
"3201","#sunnysunday",1
"3202","#sunset",1
"3203","#sunshine",1
"3204","#sunshineday",1
"3205","#supported",1
"3206","#surprise",1
"3207","#sustanance",1
"3208","#sweepstakes",1
"3209","#sweet…",1
"3210","#sweetdeal",1
"3211","#sweetfoodie",1
"3212","#sweetharmonycupcakes",1
"3213","#sweets",1
"3214","#sweets…",1
"3215","#SweetSpot",1
"3216","#sweetsunday",1
"3217","#sweettreat",1
"3218","#sweetunderneath…",1
"3219","#swim",1
"3220","#swimsuit",1
"3221","#swirl",1
"3222","#SXSW",1
"3223","#T0219",1
"3224","#t2377",1
"3225","#T2T",1
"3226","#tacerto",1
"3227","#taking…",1
"3228","#TakingAWalkOnTheWildSide",1
"3229","#takingthecredit",1
"3230","#talkingcars",1
"3231","#tall",1
"3232","#TammyTalks",1
"3233","#TammyTalks2",1
"3234","#tan",1
"3235","#tanning…",1
"3236","#TarotDate",1
"3237","#tasteadventures",1
"3238","#TastesAwesome",1
"3239","#tastetest",1
"3240","#tastetherainbow",1
"3241","#TasteTheRainbow",1
"3242","#tasty…",1
"3243","#tastyfix",1
"3244","#tattoo",1
"3245","#TaxReceipts…",1
"3246","#Taylorgruber",1
"3247","#tb",1
"3248","#TBBRedemption",1
"3249","#TBBRedemption🌺🚫",1
"3250","#TCOT",1
"3251","#Te…",1
"3252","#tea,",1
"3253","#teacherlife…",1
"3254","#teacleam",1
"3255","#teacup",1
"3256","#TeaFreakTuesday",1
"3257","#TeaMatcha",1
"3258","#teamcanelo",1
"3259","#TeamChubChubs",1
"3260","#TeamFollowBack",1
"3261","#teamsquare",1
"3262","#teamswan",1
"3263","#tech…",1
"3264","#Technology",1
"3265","#tecnología",1
"3266","#teens",1
"3267","#TENDENCIAS:Frappuccino",1
"3268","#tes",1
"3269","#TFIF",1
"3270","#TFM",1
"3271","#TGIF!",1
"3272","#Th…",1
"3273","#thanks",1
"3274","#Thanksgiving",1
"3275","#thankyoujesus",1
"3276","#thankyourbarista",1
"3277","#ThatMomentWhen",1
"3278","#ThatsAMouthful",1
"3279","#ThatsBae",1
"3280","#thatshitdeep",1
"3281","#thatsright",1
"3282","#thé",1
"3283","#the1ndonlytegan",1
"3284","#TheBachlorette",1
"3285","#thebellevue",1
"3286","#TheBullhorn",1
"3287","#theburrs…",1
"3288","#theend",1
"3289","#TheEnd",1
"3290","#TheLateShow",1
"3291","#TheList",1
"3292","#theminiestmini",1
"3293","#TheMostBasicTweet",1
"3294","#thenailhub",1
"3295","#theoneandonlytegan…",1
"3296","#TheRealMVPs",1
"3297","#theverge",1
"3298","#theyzigizag",1
"3299","#thightattoo",1
"3300","#thinmints",1
"3301","#ThirstyThursday",1
"3302","#this",1
"3303","#ThisAM",1
"3304","#ThisIsHowYouHarb…",1
"3305","#ThisIsHowYouHarbor",1
"3306","#thristquencher…",1
"3307","#Thursday",1
"3308","#ThursdayThoughts",1
"3309","#Ticino",1
"3310","#till6pm",1
"3311","#time",1
"3312","#TimeFlies",1
"3313","#Tips2Trade",1
"3314","#TipsyBartender:",1
"3315","#TipTuesday…",1
"3316","#TipYourBaristas",1
"3317","#TiramisuFrappuccino",1
"3318","#tired",1
"3319","#TLOT",1
"3320","#To…",1
"3321","#ToBeAPartner",1
"3322","#tobeapartnerA138",1
"3323","#Today",1
"3324","#TodaysTake",1
"3325","#ToffeeNut…",1
"3326","#Tokyo.",1
"3327","#TOKYO",1
"3328","#TOMORROW!",1
"3329","#TooHotForCleverCaptions.",1
"3330","#toomanycalories",1
"3331","#toomuchsugar",1
"3332","#toronto…",1
"3333","#Toronto",1
"3334","#tossup",1
"3335","#trademaklaw",1
"3336","#trademarkinfringement",1
"3337","#trademarks)",1
"3338","#tradición...",1
"3339","#Travel",1
"3340","#traveleatpinas",1
"3341","#traveltheworld…",1
"3342","#TrEaPh",1
"3343","#treat…",1
"3344","#treats",1
"3345","#treatyoself…",1
"3346","#TreatYoself",1
"3347","#trend",1
"3348","#trending",1
"3349","#Trending",1
"3350","#trends",1
"3351","#Trends",1
"3352","#trendy",1
"3353","#Tribeca",1
"3354","#Tribeca!",1
"3355","#trick",1
"3356","#trivial",1
"3357","#trondheim…",1
"3358","#troubleinparadise",1
"3359","#true",1
"3360","#TrueJavaLover",1
"3361","#truestory…",1
"3362","#Trumpleaks",1
"3363","#trumprussia",1
"3364","#trumpstrash",1
"3365","#trumpsucks",1
"3366","#tryingsomethingelse",1
"3367","#tuesdaymotivation",1
"3368","#TuesdayThoughts",1
"3369","#tumeric…",1
"3370","#tunisia",1
"3371","#TwilightSparkle…",1
"3372","#twinturbo",1
"3373","#TwistedSenseOfHumor",1
"3374","#tybg",1
"3375","#UAE",1
"3376","#uejini",1
"3377","#ugh",1
"3378","#UHV",1
"3379","#ukhm",1
"3380","#umedictionary",1
"3381","#umn",1
"3382","#UMNDining",1
"3383","#Uncategorized",1
"3384","#unic…",1
"3385","#unicorn.",1
"3386","#Unicorn,",1
"3387","#Unicorn!",1
"3388","#UNICORN",1
"3389","#unicornaccino",1
"3390","#unicorncupcakes…",1
"3391","#unicornfight",1
"3392","#unicornfrappe?",1
"3393","#unicornfrappucci…",1
"3394","#UnicornFrappuccino?",1
"3395","#UnicornFrappuccino’",1
"3396","#Unicornio",1
"3397","#unicornlatte",1
"3398","#UnicornMacaron!",1
"3399","#unicornnailart",1
"3400","#unicorno",1
"3401","#Unicorno",1
"3402","#unicorns",1
"3403","#unicorns,",1
"3404","#unicorns…",1
"3405","#UnicornsForLarry",1
"3406","#UnicornTears",1
"3407","#unicornvibes",1
"3408","#UniteBlue",1
"3409","#Unlockyourinsights",1
"3410","#up…",1
"3411","#up3sn",1
"3412","#UPMCArgentum",1
"3413","#upset",1
"3414","#upskir…",1
"3415","#urbanlistbne…",1
"3416","#urbanlistperth",1
"3417","#Ursula",1
"3418","#usaswim",1
"3419","#UWaterloo",1
"3420","#uwclc",1
"3421","#va",1
"3422","#vacation…",1
"3423","#vainilla",1
"3424","#vancity",1
"3425","#vancouver",1
"3426","#Vancouver…",1
"3427","#vaniliabean",1
"3428","#vanillabean…",1
"3429","#VanillaBean",1
"3430","#VanillaCreme",1
"3431","#vanille",1
"3432","#vapeshop",1
"3433","#veeltewarmomtewerken",1
"3434","#VEGAN",1
"3435","#vegandrink",1
"3436","#veganized).",1
"3437","#veganlife…",1
"3438","#vegansofig",1
"3439","#veganstarbucks",1
"3440","#Vegas",1
"3441","#venti…",1
"3442","#venty",1
"3443","#VergeTech",1
"3444","#verysweet",1
"3445","#verysweet…",1
"3446","#Vets",1
"3447","#vice",1
"3448","#VideoIndexer.",1
"3449","#videos",1
"3450","#ViernesDeGanarSeguidores",1
"3451","#vile",1
"3452","#village",1
"3453","#vintageapron",1
"3454","#Viral",1
"3455","#ViralVideo",1
"3456","#virginiabeach",1
"3457","#Visa",1
"3458","#visit",1
"3459","#visualjournal…",1
"3460","#Vlogs",1
"3461","#VMVideos",1
"3462","#Vocal",1
"3463","#voldemort",1
"3464","#voteyourossoff",1
"3465","#vrai777",1
"3466","#vsco…",1
"3467","#vsco📷",1
"3468","#VSCO",1
"3469","#vscocamgram",1
"3470","#vscogood",1
"3471","#vscolove…",1
"3472","#Waffle",1
"3473","#wafflefries",1
"3474","#WahlSH",1
"3475","#Waiting…",1
"3476","#warm",1
"3477","#WasagaBeach",1
"3478","#wasfehlt",1
"3479","#washingtondc",1
"3480","#wattpad",1
"3481","#Wattpad",1
"3482","#WayBetterThanTheUnicorn",1
"3483","#wcw",1
"3484","#wdw",1
"3485","#wearehappy",1
"3486","#webcomic",1
"3487","#webcomics",1
"3488","#website",1
"3489","#wednesday",1
"3490","#weightloss",1
"3491","#wellbeingmessenger",1
"3492","#werk",1
"3493","#westbankbc…",1
"3494","#whaaaat!",1
"3495","#whatshappeningtome",1
"3496","#WhatsRefreshingIs",1
"3497","#whatstheringsize…",1
"3498","#whatswrongwiththispicture",1
"3499","#WhenIWakeUpICrave",1
"3500","#WhereIsTheLove",1
"3501","#WhereUAt",1
"3502","#whipcream",1
"3503","#whipcream…",1
"3504","#whipped",1
"3505","#whippedcream…",1
"3506","#whistler",1
"3507","#white",1
"3508","#whitechocolate",1
"3509","#WhiteChocolate",1
"3510","#whitemocha",1
"3511","#WhiteMocha",1
"3512","#whiteprivilege",1
"3513","#whoknew",1
"3514","#wholefoods…",1
"3515","#whoops",1
"3516","#whowouldsaynotothat",1
"3517","#whycourtsmatter",1
"3518","#wildthing",1
"3519","#wine""",1
"3520","#wine…",1
"3521","#Wine",1
"3522","#WinePorno",1
"3523","#winner",1
"3524","#Winning",1
"3525","#withwhippedcream...",1
"3526","#wnn2)",1
"3527","#Wo…",1
"3528","#WOKE",1
"3529","#womanandweed",1
"3530","#women…",1
"3531","#womenandcoffee",1
"3532","#wootWoot",1
"3533","#work",1
"3534","#workappropriate.",1
"3535","#workbreak",1
"3536","#workflow",1
"3537","#workflow…",1
"3538","#workingwoman",1
"3539","#worksoff",1
"3540","#WOW",1
"3541","#wowfoodguru",1
"3542","#writing",1
"3543","#wrong",1
"3544","#wtf?!",1
"3545","#wut",1
"3546","#WWW3",1
"3547","#xcarmelo",1
"3548","#Yaaaas",1
"3549","#yaaas",1
"3550","#yammy!!",1
"3551","#yassskween",1
"3552","#y_day",1
"3553","#Yelp:",1
"3554","#YES",1
"3555","#YES!!",1
"3556","#YesIReallyDidLikeThem",1
"3557","#yesplease",1
"3558","#Yesplease!",1
"3559","#yey",1
"3560","#YIAY",1
"3561","#YIAYfact",1
"3562","#YIAYUnicorn",1
"3563","#ym",1
"3564","#ymm",1
"3565","#Y_Not_Festival",1
"3566","#YOLO",1
"3567","#York",1
"3568","#yorktownheights…",1
"3569","#yota",1
"3570","#YouDaBest",1
"3571","#yourbreak...",1
"3572","#YoureTheBest",1
"3573","#yourewelcome",1
"3574","#YouTubeTrends",1
"3575","#ytffquiz",1
"3576","#yuina",1
"3577","#yukki",1
"3578","#yum…",1
"3579","#Yummie…",1
"3580","#yummm!",1
"3581","#Yummy!!",1
"3582","#Yummylicious",1
"3583","#yummysweets…",1
"3584","#yumyum",1
"3585","#yvr",1
"3586","#yyc",1
"3587","#yycliving",1
"3588","#zen",1
"3589","#zon",1
"3590","#Zoolander",1
"3591","#zov911",1
"3592","#интеллектуальнаясобствен…",1
"3593","#интеллектуальнаясобственность",1
"3594","#久しぶりのヒット",1
"3595","#今年もこの季節がやってきた",1
"3596","#ラテアート♡だったらしい件",1
"3597","#休憩#本#読書#☕#starbucks#vanilla#frappuccino#cream#chocolate#instafood#with#friend…",1
"3598","#侯ゼミ",1
"3599","#プリント倶楽部",1
"3600","#原宿",1
"3601","#スターバックス#ストロベリークリームフラペチーノ#あばれる君#怖くないと言ったら嘘になります#starbucks#strawberry#cream#frappuccino#coffee…",1
"3602","#大牟田",1
"3603","#女子力高め",1
"3604","#ナミ子",1
"3605","#寶貝",1
"3606","#打工仔又要等到週末先可以買平Starbucks喇",1
"3607","#抹茶",1
"3608","#抹茶クリームフラペチーノ",1
"3609","#抹茶桃桃星冰乐",1
"3610","#スタバの新作",1
"3611","#スタバの新商品",1
"3612","#新商品レポ",1
"3613","#新製品",1
"3614","#星冰粽",1
"3615","#時間を潰すの選択肢がワンパターン",1
"3616","#梅辞書",1
"3617","#濃縮星冰樂",1
"3618","#カスタム無しでも美味しい",1
"3619","#米スタバ",1
"3620","#苫小牧",1
"3621","#飲みづらい",1
"3622","#けど高い",1
